Job Title,Job ID,Time Posted,Posted,AI Recommendation,Process,AI Rating,AI Explanation,Type,Rate,URL,Full Description,Client Location,Lead Amount Spent,Project Length,Hours/Week,Scraped?
Database Enrichment for 500k Hotels: Website Domain Collection,135,4/29/2025 1:31pm,192 hrs ago,No,,3,"The job is not focused on business automation, is hourly, located in the Netherlands, and has relatively low client spend. Although it has verified payment and a high rating, it does not align well with the user's expertise and location preference.",Hourly,$10.00,https://www.upwork.com/jobs/~021917285209550143558,,,,,,
LinkedIn Lead Data Entry Specialist (Veterinarian Contacts),134,4/29/2025 1:30pm,192 hrs ago,No,,3,"The job is located in the UK, which has a slightly lower priority. It is not directly related to business automation, which is the user's area of expertise. While the client has a high rating and verified payment, the fixed price is very low, which doesn't align with the user's preference for high payment jobs.",Fixed,$15.00,https://www.upwork.com/jobs/~021917285108191067181,,,,,,
"Zapier Integration Specialist For Business (GoHighLevel, Slack, PandaDoc, Circle, Monday.com)",133,4/29/2025 1:25pm,192 hrs ago,Maybe,,7,"The job is located in the USA and the client has a high rating of 5.0 with payment verified. However, it's an hourly job and focuses on Zapier, which is not your listed specialty. While it involves business automation, it aligns less with your expertise in Make.com, n8n, and other tools you are skilled in.",Hourly,$10.00,https://www.upwork.com/jobs/~021917283896448550946,,,,,,
Salesforce Development for Custom Workflow and Price Uploads,132,4/29/2025 1:23pm,192 hrs ago,No,,4,"The job is located in the US with payment verified and high amount spent, which is positive, but it requires Salesforce expertise, not business automation skills like Make.com or n8n. The user's expertise and the job requirements do not align well.",Hourly,$15.00,https://www.upwork.com/jobs/~021917283494899912883,,,,,,
Fix Make.com Automation: Fillout OpenAI Dumpling AI Google Docs Template,131,4/29/2025 1:16pm,193 hrs ago,Maybe,,7,"This job is located in the US, which is the top priority location for the user. It involves Make.com, which aligns with the user's expertise in business automation. The client's payment method is verified, and they have spent a reasonable amount of $5K, which indicates reliability. However, the job is hourly, which is less preferred than fixed-price jobs. The client's rating of 3.78 is relatively low, which slightly impacts the recommendation.",Hourly,$40.00,https://www.upwork.com/jobs/~021917281645268827181,,,,,,
Test and improve AI chatbots in our organization,130,4/29/2025 1:16pm,193 hrs ago,No,,4,"The job is not focused on business automation, which is your area of expertise. Although it is located in the US and the client has a high amount spent with payment verified, the job is more aligned with AI and chatbot development, which may not match your skills in Make.com, n8n, ClickUp, Airtable, GHL, and Google Sheets.",Hourly,$22.00,https://www.upwork.com/jobs/~021917281492086198451,,,,,,
AI &amp; Workflow Automation Specialist (n8n &amp; Agent Development),129,4/29/2025 1:10pm,193 hrs ago,Yes,,9,"This job is located in the US with a payment verified and a perfect 5.0 client rating. It involves n8n, a key skill, and the client has a respectable amount spent. Although it's hourly, the job aligns well with expertise in business automation.",Hourly,$15.00,https://www.upwork.com/jobs/~021917280212609568947,,,,,,
Build Salesforce ECommerce Website,128,4/29/2025 1:09pm,193 hrs ago,No,,4,"The job is for a Salesforce ECommerce Website which does not align with business automation. Although the payment is verified and the client has spent a high amount, the rating is below 4. Also, your expertise does not include specific Salesforce customization skills.",Fixed,$3.00,https://www.upwork.com/jobs/~021917280108079124659,,,,,,
Zoho Cliq Integration with Make.com Scenario,127,4/29/2025 12:58pm,193 hrs ago,Maybe,,6,"The job involves Make.com, which matches your skill set. However, it specifically requires Zoho Cliq experience, which is not listed among your skills. No information on location, payment verification, or client ratings is provided, which are also important preferences for you.",Fixed,$50.00,https://www.upwork.com/jobs/~021917277251802496045,,,,,,
Excel Document for Order Management Project,126,4/29/2025 12:48pm,193 hrs ago,No,,3,"The job is not located in the US or UK and is focused on Excel rather than business automation tools. Although payment is verified, and the client has high ratings and funds spent, the job does not align well with the user's expertise in automation tools like Make.com, n8n, ClickUp, Airtable, GoHighLevel, or Google Sheets.",Fixed,$25.00,https://www.upwork.com/jobs/~021917274659030563885,,,,,,
Configure Voice AI Agent in GoHighLevel (GHL),125,4/29/2025 12:47pm,193 hrs ago,Yes,,9,"The job is a fixed-price project, which aligns with your preference, and it is located in the United States. It involves configuring GoHighLevel, which matches your expertise area. The client has a high rating of 4.93 and a substantial amount spent ($10K), indicating reliability. Payment is also verified, making it an attractive opportunity.",Fixed,$200.00,https://www.upwork.com/jobs/~021917274074992251059,,,,,,
Data Entry Specialist to Data Mining for Specific Sources,124,4/29/2025 12:46pm,193 hrs ago,No,,3,"The job is located in the US with payment verified and a client rating of 4.99 with $14K spent, which are all positive factors. However, the job is not related to business automation, and the fixed price of $10 is too low. It does not align with the user's expertise in business automation tools.",Fixed,$10.00,https://www.upwork.com/jobs/~021917273718159622214,,,,,,
Chief Operating Officer,123,4/29/2025 12:34pm,193 hrs ago,No,,3,"The job is located in the US and payment is verified, but with only $6 spent, it suggests the client is inexperienced. It involves a COO role, which is not directly related to business automation, and the client rating is missing, reducing confidence.",Hourly,$10.00,,,,,,,
Gohighlevel Automation Expert for B2B Sales Backend,122,4/29/2025 12:13pm,194 hrs ago,Yes,,9,"The job is highly relevant to your skills in GoHighLevel and business automation. It is located in the US, the client's payment method is verified, they have a high spend of $540K, and a high rating of 4.81. Although it is an hourly position, the other factors outweigh this preference.",Hourly,$30.00,https://www.upwork.com/jobs/~021917265814438330438,,,,,,
Bulk lookup of contact details,121,4/29/2025 12:03pm,194 hrs ago,No,,4,"The job is not closely related to business automation, which is the user's expertise. Although it meets the preference for US location and has a high client rating with payment verified status, it predominantly focuses on data entry and data scraping, rather than automation technologies like Make.com or ClickUp. The job is also hourly, whereas the user prefers fixed-price jobs.",Hourly,$10.00,https://www.upwork.com/jobs/~021917263265452141126,,,,,,
,120,4/29/2025 11:51am,194 hrs ago,No,,3,"The job focuses on Salesforce CPQ, which is not aligned with your expertise in business automation tools like Make.com, n8n, ClickUp, etc. It is also located in Canada, whereas your top priority is US-based jobs. Despite the client having a high rating and significant amount spent, the job requirements do not match your skills.",,,https://www.upwork.com/jobs/~021917260393696891059,,,,,,
Researcher Needed: Compile List of Top-Rated Home Healthcare Agencies,119,4/29/2025 11:38am,194 hrs ago,No,,4,"The job is not related to business automation and involves research and data entry, which are not aligned with the user's core skills. Although the job is located in the US, has a payment verified status, and the client has a high spend and rating, the nature of the work doesn't fit the user's expertise.",Hourly,$5.00,https://www.upwork.com/jobs/~021917257153502560326,,,,,,
AI Automation / Lindy Workflow Specialist,118,4/29/2025 11:27am,194 hrs ago,Yes,,8,"The job is located in the USA and focuses on automation, aligning well with your expertise. Though it's hourly, the payment is verified, and the client has a high amount spent ($47K), indicating reliability. The client lacks a rating, but the high spend compensates for this.",Hourly,$5.00,https://www.upwork.com/jobs/~021917254301778967598,,,,,,
"Automation Setup for Order System using Airtable, Quickbooks, Pipedrive, and Zapier",117,4/29/2025 11:25am,194 hrs ago,Yes,,9,"The job is located in the US, the client has payment verified with a high amount spent ($472K), and high client ratings (4.79). The project involves business automation which aligns well with your expertise in Airtable and related technologies. Although it's an hourly job, the rate is within a reasonable range for your skill level.",Hourly,$20.00,https://www.upwork.com/jobs/~021917253759426398242,,,,,,
